0:0	Account: sarin1990	 Name: DocDep	 Level: 71	 IP Address: 27.69.147.127 : 53431
16:18	Account: vu25091990	 Name: XinhGai5	 Level: 81	 IP Address: 27.69.147.127 : 50384
16:18	Account: vu25091990	 Name: XinhGai4	 Level: 81	 IP Address: 27.69.147.127 : 50388
16:20	Account: quocbaobp	 Name: NçiÙBuånÙKoÙTªn	 Level: 110	 IP Address: 123.25.218.214 : 39734
16:22	Account: xebmt5	 Name: grgrgrg2	 Level: 1	 IP Address: 27.79.43.143 : 50274
16:23	Account: xebmt6	 Name: 123456	 Level: 80	 IP Address: 123.25.218.214 : 39743
16:23	Account: xebmt6	 Name: 1231231	 Level: 80	 IP Address: 123.25.218.214 : 39745
16:23	Account: xebmt6	 Name: ffrfrª	 Level: 80	 IP Address: 123.25.218.214 : 39747
16:25	Account: vubluish	 Name: hongthatcong	 Level: 80	 IP Address: 42.112.154.53 : 63743
16:26	Account: xebmt4	 Name: Xebmtt	 Level: 80	 IP Address: 123.25.218.214 : 39755
16:27	Account: xebmt4	 Name: Xe1123	 Level: 80	 IP Address: 123.25.218.214 : 39759
16:27	Account: xebmt1	 Name: XeÙN­ícÙMÝa	 Level: 79	 IP Address: 123.25.218.214 : 39761
16:28	Account: xebmt1	 Name: ChuaDobmt	 Level: 80	 IP Address: 123.25.218.214 : 39766
16:29	Account: xebmt5	 Name: Tr©uÙKÐo	 Level: 82	 IP Address: 123.20.65.104 : 14999
16:30	Account: xebmt5	 Name: 123123	 Level: 80	 IP Address: 123.20.65.104 : 1055
16:31	Account: xebmt5	 Name: grgrgrg2	 Level: 80	 IP Address: 123.20.65.104 : 1117
16:33	Account: thoakhungz6	 Name: X¹oÙKeÙChóa	 Level: 96	 IP Address: 171.251.237.76 : 50255
16:34	Account: thoakhungz3	 Name: CånÙDaÙL¹p	 Level: 108	 IP Address: 171.251.237.76 : 50257
16:34	Account: thoakhungz1	 Name: §õngÙChäcÙTaoo	 Level: 97	 IP Address: 171.251.237.76 : 50259
16:34	Account: thoakhungz2	 Name: Nh©yÙV·iÙLång	 Level: 97	 IP Address: 171.251.237.76 : 50261
16:34	Account: voanhkhoa	 Name: HuyÕtMa	 Level: 81	 IP Address: 27.2.129.35 : 27295
16:34	Account: thoakhungz4	 Name: ThöÙChäcÙTaoÙ§i	 Level: 97	 IP Address: 171.251.237.76 : 50263
16:35	Account: minhtrand3	 Name: HáaÙLongÙKaKa	 Level: 97	 IP Address: 14.174.119.34 : 49321
16:38	Account: vohoangvu	 Name: KimQuèc	 Level: 1	 IP Address: 27.2.129.35 : 27313
16:39	Account: minhtrand4	 Name: BµÙL«i	 Level: 97	 IP Address: 14.174.119.34 : 49329
16:40	Account: hoailanghp	 Name: TruongVoKy	 Level: 83	 IP Address: 14.228.3.167 : 1375
16:40	Account: saluci0507	 Name: XinhGai1	 Level: 80	 IP Address: 27.69.147.127 : 50524
16:40	Account: minhtrand5	 Name: LÇyÙAÙMinh	 Level: 97	 IP Address: 14.174.119.34 : 49337
16:42	Account: minhtrand6	 Name: §écÙTµÙNh©n	 Level: 97	 IP Address: 14.174.119.34 : 49342
16:46	Account: xebmt001	 Name: Dophoihot	 Level: 80	 IP Address: 27.79.43.143 : 50309
16:46	Account: xebmt01	 Name: doiphoivip	 Level: 80	 IP Address: 27.79.43.143 : 50311
16:46	Account: hoailanghp1	 Name: HPTieuPhong	 Level: 82	 IP Address: 14.228.3.167 : 1402
16:47	Account: xebmt	 Name: BanDobmt	 Level: 80	 IP Address: 27.79.43.143 : 50313
16:47	Account: xebmt03	 Name: phoidep	 Level: 80	 IP Address: 27.79.43.143 : 50317
16:53	Account: sangtpbrvt1	 Name: SangTp1	 Level: 101	 IP Address: 14.184.70.55 : 51121
16:54	Account: hoailanghp2	 Name: HPVuPhong	 Level: 82	 IP Address: 14.228.3.167 : 1419
16:55	Account: xebmt5	 Name: 123123	 Level: 80	 IP Address: 27.79.43.143 : 50339
16:55	Account: xebmt5	 Name: grgrgrg2	 Level: 80	 IP Address: 27.79.43.143 : 50341
16:55	Account: hoailanghp3	 Name: HPHoaPhong	 Level: 83	 IP Address: 14.228.3.167 : 1421
16:55	Account: xebmt7	 Name: 123654	 Level: 80	 IP Address: 27.79.43.143 : 50344
16:55	Account: xebmt7	 Name: 11111®	 Level: 80	 IP Address: 27.79.43.143 : 50348
16:55	Account: xebmt7	 Name: buffbuathoi	 Level: 80	 IP Address: 27.79.43.143 : 50350
16:56	Account: longyen010	 Name: MrÙLong	 Level: 95	 IP Address: 14.187.103.34 : 49172
16:57	Account: longyen010	 Name: MrÙLong	 Level: 95	 IP Address: 14.187.103.34 : 49205
17:1	Account: hoailanghp4	 Name: HPHoaPhong1	 Level: 82	 IP Address: 14.228.3.167 : 1641
17:2	Account: xebmt8	 Name: ff1f1f1f	 Level: 80	 IP Address: 27.79.43.143 : 50364
17:2	Account: longyen011	 Name: Sansan	 Level: 80	 IP Address: 14.187.103.34 : 49229
17:2	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 27.79.43.143 : 50369
17:2	Account: xebmt2	 Name: XeÙN­ícÙMÝaÙ2	 Level: 81	 IP Address: 27.79.43.143 : 50371
17:2	Account: xebmt2	 Name: xebmts	 Level: 80	 IP Address: 27.79.43.143 : 50373
17:2	Account: xebmt2	 Name: f2r2fr2f	 Level: 80	 IP Address: 27.79.43.143 : 50375
17:2	Account: ribi01	 Name: RiBi01	 Level: 89	 IP Address: 14.245.58.184 : 1454
17:3	Account: ribi02	 Name: RIBIO3	 Level: 81	 IP Address: 14.245.58.184 : 1461
17:3	Account: xebmt1	 Name: clbuad	 Level: 80	 IP Address: 27.79.43.143 : 50377
17:3	Account: xebmt1	 Name: ChuaDobmt	 Level: 80	 IP Address: 27.79.43.143 : 50381
17:3	Account: hoailanghp5	 Name: HPHoaPhong2	 Level: 83	 IP Address: 14.228.3.167 : 1655
17:3	Account: xebmt4	 Name: XeÙN­ícÙMÝa4	 Level: 5	 IP Address: 27.79.43.143 : 50383
17:4	Account: xebmt4	 Name: Xebmtt	 Level: 80	 IP Address: 27.79.43.143 : 50385
17:4	Account: minsimon1	 Name: ÙDÇnÙSG	 Level: 99	 IP Address: 171.243.34.90 : 49167
17:4	Account: xebmt4	 Name: Xe1123	 Level: 80	 IP Address: 27.79.43.143 : 50387
17:4	Account: thoakhungs2	 Name: FZ1200	 Level: 80	 IP Address: 171.251.237.76 : 50266
17:4	Account: xebmt4	 Name: Xe1123	 Level: 80	 IP Address: 27.79.43.143 : 50389
17:5	Account: xebmt5	 Name: Tr©uÙKÐo	 Level: 82	 IP Address: 27.79.43.143 : 50391
17:5	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.251.237.76 : 50269
17:5	Account: xebmt5	 Name: 123123	 Level: 80	 IP Address: 27.79.43.143 : 50393
17:5	Account: xebmt5	 Name: grgrgrg2	 Level: 80	 IP Address: 27.79.43.143 : 50395
17:5	Account: minsimon2	 Name: ÙRiuÙSG	 Level: 82	 IP Address: 171.243.34.90 : 49169
17:6	Account: thoakhungs3	 Name: Boss05	 Level: 1	 IP Address: 171.251.237.76 : 50271
17:6	Account: minsimon1	 Name: ÙDÇnÙSG	 Level: 99	 IP Address: 171.243.34.90 : 49172
17:6	Account: vu25091990	 Name: XinhGai4	 Level: 81	 IP Address: 27.69.147.127 : 50673
17:7	Account: minsimon	 Name: ÙRinÙSG	 Level: 81	 IP Address: 115.78.195.38 : 49836
17:7	Account: saluci0507	 Name: XinhGai1	 Level: 81	 IP Address: 27.69.147.127 : 1029
17:7	Account: longyen012	 Name: TiÓuÙLong	 Level: 90	 IP Address: 14.187.103.34 : 49373
17:7	Account: minhvu25091990	 Name: Kamikaze	 Level: 81	 IP Address: 27.69.147.127 : 1796
17:8	Account: vlshxtvu2	 Name: TheGioiThu1	 Level: 1	 IP Address: 117.2.0.64 : 54430
17:8	Account: longyen013	 Name: ÙTiÓuÙB¶o	 Level: 90	 IP Address: 14.187.103.34 : 49377
17:9	Account: longyen014	 Name: ÙTiÓuÙYÕn	 Level: 90	 IP Address: 14.187.103.34 : 49380
17:10	Account: hangnitocvay	 Name: N÷ÙThÇnÙJAV	 Level: 82	 IP Address: 171.251.168.241 : 49742
17:11	Account: longyen016	 Name: SanÙBoss	 Level: 1	 IP Address: 14.187.103.34 : 49384
17:12	Account: samsimon2	 Name: ÙMiaÙSG	 Level: 86	 IP Address: 171.243.34.90 : 49174
17:13	Account: vlshxtvu3	 Name: TheGioiThu3	 Level: 1	 IP Address: 117.2.0.64 : 54433
17:13	Account: tumap3000	 Name: EmThichPk	 Level: 83	 IP Address: 171.243.34.90 : 49176
17:14	Account: tumap3001	 Name: TrauBoGapNhau	 Level: 93	 IP Address: 171.243.34.90 : 49178
17:15	Account: tumap3001	 Name: HoaThanLeRoi	 Level: 83	 IP Address: 171.243.34.90 : 49180
17:15	Account: tumap3001	 Name: HoaThan	 Level: 5	 IP Address: 171.243.34.90 : 49182
17:15	Account: tumap3002	 Name: ChuyenBuff	 Level: 85	 IP Address: 171.243.34.90 : 49184
17:16	Account: tumap3002	 Name: BuffLaiThoi	 Level: 93	 IP Address: 171.243.34.90 : 49186
17:16	Account: vlshxtvu2	 Name: TheGioiThu1	 Level: 80	 IP Address: 117.2.0.64 : 4166
17:17	Account: tumap3004	 Name: DamManhVao	 Level: 93	 IP Address: 171.243.34.90 : 49190
17:18	Account: tumap3005	 Name: SBossss	 Level: 87	 IP Address: 171.243.34.90 : 49192
17:18	Account: vlshxtvu3	 Name: TheGioiThu3	 Level: 80	 IP Address: 117.2.0.64 : 4169
17:19	Account: tumap3005	 Name: Sanboss1	 Level: 80	 IP Address: 171.243.34.90 : 49194
17:19	Account: tumap3001	 Name: TrauBoGapNhau	 Level: 93	 IP Address: 171.243.34.90 : 49196
17:19	Account: hangnitocvay	 Name: N÷ÙThÇnÙJAV	 Level: 82	 IP Address: 171.251.168.241 : 49761
17:19	Account: tumap3001	 Name: HoaThanLeRoi	 Level: 83	 IP Address: 171.243.34.90 : 49198
17:19	Account: tumap3002	 Name: BuffLaiThoi	 Level: 93	 IP Address: 171.243.34.90 : 49200
17:20	Account: minsimon	 Name: ÙRinÙSG	 Level: 81	 IP Address: 115.78.195.38 : 49881
17:20	Account: minsimon	 Name: ÙRinÙSG	 Level: 81	 IP Address: 115.78.195.38 : 49884
17:20	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.237.76 : 50273
17:20	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.251.237.76 : 50275
17:21	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 171.251.237.76 : 50277
17:21	Account: thoakhungs3	 Name: Boss05	 Level: 80	 IP Address: 171.251.237.76 : 50279
17:21	Account: thoakhungs3	 Name: Boss04	 Level: 80	 IP Address: 171.251.237.76 : 50281
17:22	Account: usd002	 Name: USD002	 Level: 82	 IP Address: 14.245.58.184 : 1646
17:22	Account: hangnitocvay1	 Name: ThiªnÙsøÙJAV	 Level: 81	 IP Address: 171.251.168.241 : 49770
17:23	Account: hangnitocvay2	 Name: C«ÙbÐÙJAV	 Level: 83	 IP Address: 171.251.168.241 : 49772
17:23	Account: hangnitocvay3	 Name: ¤ngÙHoµngÙJAV	 Level: 83	 IP Address: 171.251.168.241 : 49774
17:23	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 51253
17:24	Account: hangnitocvay2	 Name: C«ÙbÐÙJAV	 Level: 83	 IP Address: 171.251.168.241 : 49776
17:24	Account: usd002	 Name: USD002	 Level: 82	 IP Address: 14.245.58.184 : 1660
17:24	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 51261
17:26	Account: th114	 Name: TµÙPh¸i	 Level: 81	 IP Address: 117.4.153.3 : 49621
17:26	Account: ribi02	 Name: RiBi02	 Level: 75	 IP Address: 14.245.58.184 : 1672
17:26	Account: ribi02	 Name: RIBIO3	 Level: 81	 IP Address: 14.245.58.184 : 1674
17:26	Account: thoakhungz4	 Name: ThöÙChäcÙTaoÙ§i	 Level: 97	 IP Address: 171.251.237.76 : 50451
17:27	Account: thoakhungz5	 Name: CùcÙKúÙBèÙL¸o	 Level: 96	 IP Address: 171.251.237.76 : 50453
17:27	Account: thangvl9	 Name: 9ThóyYªn	 Level: 93	 IP Address: 118.70.81.103 : 10424
17:27	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.237.76 : 50458
17:28	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.251.237.76 : 50460
17:29	Account: th119	 Name: ThiªnÙNhÉnÙ03	 Level: 80	 IP Address: 117.4.153.3 : 49627
17:31	Account: thaocanh115	 Name: EmÙLµÙConÙG¸i	 Level: 1	 IP Address: 117.4.153.3 : 49633
17:31	Account: th114	 Name: TµÙPh¸i	 Level: 81	 IP Address: 117.4.153.3 : 49636
17:37	Account: thoakhungs3	 Name: Boss06	 Level: 1	 IP Address: 171.251.237.76 : 50536
17:39	Account: hoailanghp6	 Name: HaiPhong	 Level: 1	 IP Address: 14.228.3.167 : 2125
17:41	Account: th118	 Name: C«nÙL«nÙ01	 Level: 93	 IP Address: 117.4.153.3 : 49651
17:42	Account: kingvl1	 Name: ThñyTiªnTûTû	 Level: 84	 IP Address: 58.187.67.45 : 55947
17:43	Account: kingvl2	 Name: KimLongKaKa	 Level: 93	 IP Address: 58.187.67.45 : 58837
17:43	Account: kingvl3	 Name: HáaLongCaCa	 Level: 90	 IP Address: 58.187.67.45 : 62306
17:44	Account: th118	 Name: C«nÙL«nÙ01	 Level: 93	 IP Address: 117.4.153.3 : 49655
17:44	Account: kingvl4	 Name: ThñyTiªnTØTØ	 Level: 88	 IP Address: 58.187.67.45 : 42893
17:44	Account: kingvl5	 Name: ThanhH­Ch©nNh©n	 Level: 84	 IP Address: 58.187.67.45 : 37736
17:45	Account: bando	 Name: §ÞaLongHuynh	 Level: 83	 IP Address: 58.187.67.45 : 19381
17:48	Account: hoailanghp	 Name: TruongVoKy	 Level: 83	 IP Address: 14.228.3.167 : 2213
17:50	Account: hoailanghp5	 Name: HPHoaPhong2	 Level: 83	 IP Address: 14.228.3.167 : 2228
17:50	Account: hoailanghp4	 Name: HPHoaPhong1	 Level: 82	 IP Address: 14.228.3.167 : 2230
17:51	Account: hoailanghp3	 Name: HPHoaPhong	 Level: 83	 IP Address: 14.228.3.167 : 2232
17:51	Account: gamethu	 Name: KhaiCheckGame	 Level: 5	 IP Address: 171.232.113.243 : 58730
17:51	Account: hoailanghp2	 Name: HPVuPhong	 Level: 82	 IP Address: 14.228.3.167 : 2245
17:54	Account: thoakhungz4	 Name: ThöÙChäcÙTaoÙ§i	 Level: 97	 IP Address: 171.251.237.76 : 50609
17:55	Account: ngocbich01	 Name: sdfaaafasf	 Level: 80	 IP Address: 14.233.233.93 : 51505
17:55	Account: thoakhungz4	 Name: ThöÙChäcÙTaoÙ§i	 Level: 97	 IP Address: 171.251.237.76 : 50616
17:55	Account: ngocbich02	 Name: safsafdsf	 Level: 80	 IP Address: 14.233.233.93 : 51511
17:55	Account: thoakhungz5	 Name: CùcÙKúÙBèÙL¸o	 Level: 96	 IP Address: 171.251.237.76 : 50619
17:55	Account: ngocbich03	 Name: PhoiEpDo	 Level: 80	 IP Address: 14.233.233.93 : 51513
17:56	Account: ngocbich04	 Name: BAOTUAN	 Level: 80	 IP Address: 14.233.233.93 : 51517
17:56	Account: ngocbich05	 Name: phoiepdo	 Level: 80	 IP Address: 14.233.233.93 : 51526
17:57	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 51530
17:58	Account: hoailanghp1	 Name: HPTieuPhong	 Level: 82	 IP Address: 14.228.3.167 : 2254
18:0	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 51567
18:2	Account: hoailanghp1	 Name: HPTieuPhong	 Level: 82	 IP Address: 14.228.3.167 : 2256
18:9	Account: ngocbich01	 Name: sdfaaafasf	 Level: 80	 IP Address: 14.233.233.93 : 51687
18:10	Account: longyen011	 Name: MrÙÙLong	 Level: 92	 IP Address: 14.187.103.34 : 49463
18:12	Account: hoailanghp1	 Name: HPTieuPhong	 Level: 82	 IP Address: 14.228.3.167 : 2277
18:18	Account: thoakhungs2	 Name: FZ1200	 Level: 80	 IP Address: 171.251.237.76 : 50920
18:18	Account: thoakhungs3	 Name: Boss06	 Level: 80	 IP Address: 171.251.237.76 : 50925
18:18	Account: thoakhungs3	 Name: Boss05	 Level: 80	 IP Address: 171.251.237.76 : 50929
18:18	Account: thoakhungs3	 Name: Boss04	 Level: 80	 IP Address: 171.251.237.76 : 50932
18:20	Account: vunguyen1987	 Name: ThuyYen	 Level: 86	 IP Address: 171.251.237.76 : 50970
18:22	Account: dm0002	 Name: TVB0001	 Level: 83	 IP Address: 14.168.28.44 : 54686
18:22	Account: thoakhungz1	 Name: HètÙCøtÙLiÖng	 Level: 91	 IP Address: 171.251.237.76 : 51000
18:23	Account: thoakhungz2	 Name: §iÖpÙLiªnÙTó	 Level: 91	 IP Address: 171.251.237.76 : 51002
18:23	Account: thoakhungz4	 Name: C¸iÙLångÙHeoÙN¸i	 Level: 91	 IP Address: 171.251.237.76 : 51005
18:27	Account: longyen015	 Name: ÙTiÓuÙLinh	 Level: 90	 IP Address: 14.187.103.34 : 49482
18:28	Account: vohoangvu2	 Name: TöKimQuèc	 Level: 1	 IP Address: 27.2.129.35 : 27399
18:28	Account: dm0002	 Name: TVB0001	 Level: 83	 IP Address: 14.168.28.44 : 54715
18:28	Account: longyen016	 Name: SanÙBoss	 Level: 80	 IP Address: 14.187.103.34 : 49486
18:30	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.237.76 : 51151
18:30	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.251.237.76 : 51153
18:31	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 171.251.237.76 : 51155
18:31	Account: nam92hd	 Name: LµmTýLöaKh«ngEm	 Level: 89	 IP Address: 27.66.95.53 : 28421
18:31	Account: thoakhungs3	 Name: Boss06	 Level: 80	 IP Address: 171.251.237.76 : 51159
18:31	Account: minsimon	 Name: ÙRinÙSG	 Level: 81	 IP Address: 115.78.195.38 : 50403
18:31	Account: thoakhungs3	 Name: Boss05	 Level: 80	 IP Address: 171.251.237.76 : 51161
18:32	Account: thoakhungs3	 Name: Boss04	 Level: 80	 IP Address: 171.251.237.76 : 51164
18:32	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.251.237.76 : 51166
18:33	Account: thoakhungs3	 Name: Boss06	 Level: 80	 IP Address: 171.251.237.76 : 51169
18:33	Account: thoakhungs2	 Name: FZ1200	 Level: 80	 IP Address: 171.251.237.76 : 51172
18:35	Account: vohoangvu1	 Name: TöKimKim	 Level: 1	 IP Address: 27.2.129.35 : 27447
18:38	Account: vunguyen1987	 Name: ThuyYen	 Level: 86	 IP Address: 27.78.207.70 : 49192
18:39	Account: vunguyen1985	 Name: ThanhThanh	 Level: 81	 IP Address: 27.78.207.70 : 49194
18:39	Account: longyen012	 Name: TiÓuÙLong	 Level: 90	 IP Address: 14.187.103.34 : 49500
18:39	Account: vunguyen1988	 Name: ThienNhanKich	 Level: 82	 IP Address: 27.78.207.70 : 49196
18:41	Account: thoakhungs4	 Name: Boss07	 Level: 1	 IP Address: 171.251.237.76 : 51174
18:42	Account: vunguyen1989	 Name: NgaMyDN	 Level: 81	 IP Address: 27.78.207.70 : 49198
18:42	Account: vunguyen1984	 Name: Achoivui	 Level: 82	 IP Address: 27.78.207.70 : 49200
18:51	Account: samsimon1	 Name: ÙHîiÙSG	 Level: 107	 IP Address: 171.243.34.90 : 49202
18:51	Account: kingvl1	 Name: ThñyTiªnTûTû	 Level: 84	 IP Address: 58.187.67.45 : 13088
18:53	Account: thoakhungz1	 Name: §õngÙChäcÙTaoo	 Level: 98	 IP Address: 171.251.237.76 : 51237
18:54	Account: thoakhungz2	 Name: Nh©yÙV·iÙLång	 Level: 98	 IP Address: 171.251.237.76 : 51239
18:55	Account: thoakhungz3	 Name: CånÙDaÙL¹p	 Level: 109	 IP Address: 171.251.237.76 : 51241
18:55	Account: thoakhungz5	 Name: CùcÙKúÙBèÙL¸o	 Level: 96	 IP Address: 171.251.237.76 : 51243
18:55	Account: thoakhungz4	 Name: ThöÙChäcÙTaoÙ§i	 Level: 98	 IP Address: 171.251.237.76 : 51245
18:55	Account: thoakhungz4	 Name: ThöÙChäcÙTaoÙ§i	 Level: 98	 IP Address: 171.251.237.76 : 51250
18:55	Account: mapdl2	 Name: §¹tÙMa	 Level: 86	 IP Address: 14.168.28.44 : 54853
18:56	Account: mapdl3	 Name: TiªnÙTö	 Level: 84	 IP Address: 14.168.28.44 : 54857
18:57	Account: mapdl4	 Name: ThiªnÙNhÉn	 Level: 89	 IP Address: 14.168.28.44 : 54868
19:0	Account: dm0010	 Name: CL0001	 Level: 82	 IP Address: 14.168.28.44 : 54880
19:2	Account: sarin1990	 Name: DocXinh	 Level: 82	 IP Address: 27.69.147.127 : 49168
19:3	Account: saluci0507	 Name: XinhGai1	 Level: 81	 IP Address: 27.69.147.127 : 3038
19:3	Account: samsimon3	 Name: GIuDoNe	 Level: 80	 IP Address: 171.243.34.90 : 49204
19:3	Account: samsimon3	 Name: LuuKhoNhe	 Level: 80	 IP Address: 171.243.34.90 : 49206
19:5	Account: samsimon2	 Name: ÙMiaÙSG	 Level: 86	 IP Address: 171.243.34.90 : 49210
19:6	Account: saluci0507	 Name: Depzai4	 Level: 80	 IP Address: 27.69.147.127 : 49315
19:7	Account: saluci0507	 Name: Depzai5	 Level: 80	 IP Address: 27.69.147.127 : 49321
19:7	Account: sarin	 Name: XinhGai7	 Level: 81	 IP Address: 27.69.147.127 : 49325
19:9	Account: saluci0507	 Name: XinhGai1	 Level: 81	 IP Address: 27.69.147.127 : 49342
19:10	Account: minhvu25091990	 Name: Kamikaze	 Level: 81	 IP Address: 27.69.147.127 : 3833
19:11	Account: saluci0507	 Name: Depzai5	 Level: 80	 IP Address: 27.69.147.127 : 49743
19:11	Account: sarin	 Name: XinhGai7	 Level: 81	 IP Address: 27.69.147.127 : 3077
19:12	Account: sarin	 Name: XinhGai8	 Level: 81	 IP Address: 27.69.147.127 : 49797
19:12	Account: sarin	 Name: XinhGai20	 Level: 81	 IP Address: 27.69.147.127 : 49802
19:12	Account: sarin1	 Name: XinhGai10	 Level: 81	 IP Address: 27.69.147.127 : 49806
19:13	Account: sarin1	 Name: XinhGai11	 Level: 81	 IP Address: 27.69.147.127 : 49811
19:13	Account: sarin1	 Name: XinhGai12	 Level: 81	 IP Address: 27.69.147.127 : 49813
19:13	Account: sarin2	 Name: XinhGai13	 Level: 81	 IP Address: 27.69.147.127 : 49816
19:14	Account: sarin2	 Name: XinhGai14	 Level: 81	 IP Address: 27.69.147.127 : 49822
19:14	Account: sarin2	 Name: XinhGai16	 Level: 81	 IP Address: 27.69.147.127 : 49826
19:14	Account: kingvl2	 Name: KimLongKaKa	 Level: 94	 IP Address: 58.187.67.45 : 32491
19:16	Account: saluci0507	 Name: XinhGai1	 Level: 81	 IP Address: 27.69.147.127 : 49837
19:17	Account: samsimon3	 Name: GIuDoNe	 Level: 80	 IP Address: 115.78.195.38 : 50754
19:18	Account: samsimon1	 Name: ÙHîiÙSG	 Level: 107	 IP Address: 115.78.195.38 : 50758
19:19	Account: minsimon	 Name: ÙRinÙSG	 Level: 81	 IP Address: 115.78.195.38 : 50760
19:19	Account: thangvl5	 Name: 5HáaCaCa	 Level: 93	 IP Address: 183.81.86.145 : 10939
19:19	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 103	 IP Address: 171.243.34.90 : 49212
19:19	Account: longyen015	 Name: ÙTiÓuÙLinh	 Level: 90	 IP Address: 14.187.103.34 : 49554
19:21	Account: thangvl6	 Name: 6§­¬ngCaCa	 Level: 93	 IP Address: 183.81.86.145 : 10963
19:22	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 97	 IP Address: 14.174.119.34 : 49631
19:22	Account: minhtrand3	 Name: HáaÙLongÙKaKa	 Level: 97	 IP Address: 14.174.119.34 : 49633
19:22	Account: minhtrand6	 Name: §écÙTµÙNh©n	 Level: 97	 IP Address: 14.174.119.34 : 49634
19:22	Account: minhtrand4	 Name: BµÙL«i	 Level: 98	 IP Address: 14.174.119.34 : 49636
19:22	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 97	 IP Address: 14.174.119.34 : 49638
19:22	Account: thangvl5	 Name: 5HáaCaCa	 Level: 93	 IP Address: 183.81.86.145 : 10969
19:22	Account: minhtrand5	 Name: LÇyÙAÙMinh	 Level: 97	 IP Address: 14.174.119.34 : 49640
19:23	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 97	 IP Address: 14.174.119.34 : 49655
19:23	Account: minhtrand3	 Name: HáaÙLongÙKaKa	 Level: 97	 IP Address: 14.174.119.34 : 49657
19:23	Account: building1987	 Name: TiÒnÙV«ÙNghÜa	 Level: 103	 IP Address: 27.79.43.143 : 49769
19:23	Account: minhtrand4	 Name: BµÙL«i	 Level: 98	 IP Address: 14.174.119.34 : 49659
19:23	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 97	 IP Address: 14.174.119.34 : 49661
19:23	Account: minhtrand5	 Name: LÇyÙAÙMinh	 Level: 97	 IP Address: 14.174.119.34 : 49663
19:24	Account: minhtrand6	 Name: §écÙTµÙNh©n	 Level: 97	 IP Address: 14.174.119.34 : 49665
19:26	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.168.28.44 : 54995
19:28	Account: mapdl1	 Name: TiÕuNg¹oÙGiangHå	 Level: 99	 IP Address: 14.168.28.44 : 55009
19:29	Account: thangvl6	 Name: 6§­¬ngCaCa	 Level: 93	 IP Address: 183.81.86.145 : 11024
19:29	Account: thangvl8	 Name: 8C«nL«nCaCa	 Level: 93	 IP Address: 183.81.86.145 : 11027
19:30	Account: vu25091990	 Name: XinhGai6	 Level: 81	 IP Address: 27.69.147.127 : 49975
19:30	Account: thangvl7	 Name: 7NgamyTûtû	 Level: 92	 IP Address: 183.81.86.145 : 11033
19:30	Account: minhvu25091990	 Name: XinhGai2	 Level: 80	 IP Address: 27.69.147.127 : 49979
19:30	Account: thangvl9	 Name: 9ThóyYªn	 Level: 93	 IP Address: 183.81.86.145 : 11036
19:30	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 90	 IP Address: 113.176.244.142 : 49317
19:30	Account: tranvinh06	 Name: ÙB¸Ù§¹o	 Level: 92	 IP Address: 113.176.244.142 : 49316
19:30	Account: thangvl10	 Name: 10S­Cä	 Level: 92	 IP Address: 183.81.86.145 : 11042
19:30	Account: tranvinh03	 Name: IstÙMyÙlife	 Level: 90	 IP Address: 113.176.244.142 : 49322
19:31	Account: tranvinh05	 Name: Mylove	 Level: 92	 IP Address: 113.176.244.142 : 49329
19:32	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 103	 IP Address: 171.243.34.90 : 49161
19:32	Account: tranvinh04	 Name: HoaÙDiÙCungÙChñ	 Level: 91	 IP Address: 113.176.244.142 : 49336
19:32	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 100	 IP Address: 113.176.244.142 : 49337
19:32	Account: building1987	 Name: TiÒnÙV«ÙNghÜa	 Level: 103	 IP Address: 27.79.43.143 : 49824
19:33	Account: samsimon1	 Name: ÙHîiÙSG	 Level: 107	 IP Address: 171.243.34.90 : 49163
